"","ALLIANZ.HLDG.","COMMERZBANK","DRESDNER.BANK","BMW","SCHERING","BASF","BAYER","BAYERISCHE.VBK.","BAYER.HYPBK.","DEGUSSA","DEUTSCHE.BANK","CONTINENTAL","VOLKSWAGEN","DAIMLER.BENZ","HOECHST","SIEMENS","KARSTADT","LINDE","THYSSEN","MANNESMANN","MAN","RWE","INDEX"
"1973-07-12",153.14,119.14,13.42,117.65,31.23,12.13,10.98,19.66,17.43,178.37,17.13,8.92,110.18,16.4,11.13,19.42,277.39,91.48,58.5,77.97,93.57,9.99,468.37
"1973-07-13",150.44,119.86,13.69,116.67,32.1,12.36,11.1,20.03,17.7,181.76,17.25,9.07,111.02,16.54,11.31,19.54,280.65,92.9,59.45,78.23,93.71,10.14,474.13
"1973-07-16",147.06,120.21,13.61,117.45,31.81,12.22,10.91,19.72,17.67,177.01,17.28,9.1,108.92,16.49,11.19,19.67,283.24,91.6,59.27,77.49,96.76,10.03,465.09
"1973-07-17",147.06,118.78,13.65,115.3,30.79,12.04,10.67,19.66,17.25,177.01,17.21,8.96,107.59,16.29,11.19,19.2,280.65,89.53,57.56,75.72,94.64,10.03,458.29
"1973-07-18",145.37,117.34,13.39,113.74,29.92,11.8,10.51,19.12,17.02,174.3,17.1,8.73,105.49,16.13,10.89,18.81,276.58,84.78,56.44,73.96,94.64,9.91,452.86
"1973-07-19",145.37,117.34,13.39,113.74,29.92,11.8,10.51,19.12,17.02,174.3,17.1,8.73,105.49,16.13,10.89,18.81,276.58,84.78,56.44,73.96,94.64,9.91,455.39
"1973-07-20",146.04,117.34,13.35,113.35,29.92,11.7,10.49,18.76,16.75,171.24,17.06,8.68,104.73,16.4,10.99,18.74,279.02,87.7,57.09,72.2,95.28,9.89,451.52
"1973-07-23",145.37,115.54,13.21,109.44,29.7,11.57,10.44,18.32,16.28,169.61,16.93,8.59,104.32,16.06,10.94,18.57,268.45,85.75,56.61,71.32,96.06,9.76,447.73
"1973-07-24",146.72,115.18,13.16,109.44,29.77,11.62,10.41,18.12,16.22,168.93,16.83,8.26,104.66,16.04,10.98,18.77,268.45,86.4,56.53,71.32,95.28,9.71,444.64
"1973-07-25",142.33,114.82,13.03,106.31,29.77,11.61,10.34,17.79,16.25,168.19,16.76,8.25,103.48,15.81,10.94,18.44,266,86.28,56.53,71.32,94.88,9.59,441.96
"1973-07-26",141.99,114.46,12.86,101.04,29.48,11.48,10.2,17.45,15.95,166.16,16.53,7.87,102.22,15.1,10.9,18.32,261.12,84.51,55.76,69.12,93.71,9.51,428.65
"1973-07-27",135.9,113.38,12.71,99.75,29.7,11.35,10.08,17.18,15.66,160.05,16.46,7.87,100.47,14.89,10.9,18.14,261.94,85.1,54.82,68.28,93.64,9.36,432.89
"1973-07-30",136.92,114.1,12.83,101.04,30.27,11.71,10.31,17.22,15.81,160.73,16.57,8.05,101.38,15.26,10.99,18.2,266,85.1,56.32,69.56,93.71,9.67,441.96
"1973-07-31",148.75,116.26,13.2,107.05,30.94,12.08,10.47,18.02,16.49,170.57,17.13,8.63,104.32,15.53,11.25,19.05,272.51,88.35,58.5,71.76,98.4,9.83,448.88
"1973-08-01",144.69,116.03,13.16,105.55,30.97,12.07,10.57,18.19,16.6,160.73,17.17,8.63,103.9,15.33,11.18,19.1,272.51,87.7,58.5,71.72,97.62,9.75,447.09
"1973-08-02",143.68,117.92,13.46,107.05,31.16,12.27,10.58,18.12,16.72,172.26,17.43,8.63,104.73,15.58,11.27,19.3,276.99,87.7,59.15,73.52,100.35,9.75,452.52
"1973-08-03",144.69,120.21,13.54,111.35,31.78,12.41,10.82,18.59,16.87,175.65,17.73,8.63,106.41,16.17,11.45,19.45,280.65,90.95,58.97,73.22,97.62,9.79,462.86
"1973-08-06",142.49,121.29,13.57,110.49,31.52,12.53,10.82,18.76,16.84,173.62,18.03,8.62,109.76,16.13,11.36,19.54,280.65,91.6,60.21,73.61,97.62,9.71,455.61
"1973-08-07",145.37,119.5,13.41,111.57,31.23,12.22,10.67,18.79,16.6,171.03,17.88,8.44,106.41,15.92,11.27,19.27,276.58,89.65,58.97,73.08,96.59,9.63,449.88
"1973-08-08",143.68,121.29,13.43,113.72,31.27,12.4,10.8,18.79,16.72,171.58,18.08,8.54,109.76,16.17,11.18,19.42,278.21,89.65,58.97,73.52,96.84,9.59,457.54
"1973-08-09",145.71,122.01,13.54,114.36,31.34,12.4,10.76,18.86,16.78,174.97,18.22,8.25,110.26,16.15,11.19,19.42,277.39,90.63,58.03,74.18,96.84,9.74,457.13
"1973-08-10",148.41,126.33,14.09,115.44,31.88,12.53,10.86,20.06,17.7,173.62,18.78,8.49,110.6,16.26,11.41,19.63,283.49,90.75,58.8,74.8,97.62,9.75,460.45
"1973-08-13",148.41,125.84,13.98,110.92,31.59,12.36,10.73,20.03,17.7,172.6,18.55,8.44,109,15.92,11.22,19.28,278.61,90.3,57.56,74.18,97.47,9.67,457.84
"1973-08-14",147.06,124.53,13.82,110.92,31.16,12.18,10.7,19.83,17.58,172.26,18.26,8.35,108.92,15.9,11.18,19.26,276.58,89,56.7,73.17,96.06,9.51,454.05
"1973-08-15",150.1,125.12,13.84,110.92,31.19,12.19,10.6,19.79,17.79,171.58,18.26,8.25,105.57,15.76,11.18,19.21,276.58,88.03,56.7,72.64,94.57,9.47,452.08
"1973-08-16",148.07,128,13.99,112.21,31.52,12.34,10.75,20.39,17.99,169.61,18.55,8.44,108.92,15.88,11.22,19.37,276.58,89.98,57.09,73.74,96.84,9.67,456.21
"1973-08-17",148.07,127.28,13.97,110.06,31.45,12.3,10.64,20.43,18.05,173.62,18.49,8.18,107.67,15.88,11.19,19.22,274.95,89.85,56.91,72.2,96.06,9.79,453.75
"1973-08-20",152.13,125.97,13.87,108.56,31.3,12.24,10.58,20.26,17.81,170.91,18.4,8.39,105.57,15.67,11.12,19.13,275.77,89.65,56.91,72.2,97.62,9.73,451.67
"1973-08-21",151.79,125.25,13.81,107.48,31.27,12.13,10.49,20.03,17.61,168.19,18.34,8.2,104.81,15.57,11,18.96,273.73,89.65,56.61,71.36,96.06,9.67,447.39
"1973-08-22",150.1,125.25,13.8,107.48,31.16,12.08,10.45,19.79,17.52,166.22,18.3,8.15,104.73,15.4,11,18.97,273.73,89.65,56.23,71.1,96.06,9.61,447.76
"1973-08-23",151.12,125.25,13.84,107.48,31.28,12.09,10.44,20.06,17.67,166.22,18.33,8.06,105.57,15.37,11.08,18.96,273.73,90.24,55.67,70.48,94.49,9.75,447.69
"1973-08-24",151.45,125.12,13.73,105.34,31.01,11.85,10.29,19.93,17.61,168.4,18.32,8.06,102.64,15.21,10.95,18.65,273.73,89,55.67,69.64,94.1,9.59,443.52
"1973-08-27",151.45,125.12,13.73,105.34,31.01,11.85,10.29,19.93,17.61,168.4,18.32,8.06,102.64,15.21,10.95,18.65,273.73,89,55.67,69.64,94.1,9.59,441.1
"1973-08-28",150.1,127.41,13.99,107.05,31.37,11.96,10.44,20.06,17.84,170.23,18.52,8.25,103.48,15.12,10.99,18.67,274.95,88.03,54.73,70.66,96.84,9.67,448.92
"1973-08-29",149.76,126.92,14.03,105.77,31.23,12.09,10.47,19.93,17.67,170.57,18.52,8.11,103.48,15.1,11.13,18.97,276.43,89.33,55.02,71.54,96.84,9.76,445.87
"1973-08-30",150.1,126.92,14.06,107.48,31.16,12.05,10.44,20.03,17.7,174.97,18.58,8.15,102.72,15.17,11.08,18.53,276.58,88.35,55.02,70.88,97.54,9.79,446.35
"1973-08-31",150.1,128.49,14.14,108.34,31.34,12.22,10.48,20.06,17.73,175.65,18.67,8.24,103.9,15.44,11.01,18.7,277.39,89.33,55.02,71.32,96.84,9.87,448.92
"1973-09-03",150.78,129.44,14.23,109.12,31.34,12.27,10.61,20.16,17.73,178.37,18.7,8.16,103.97,15.46,11.1,18.8,281.46,87.76,56.44,72.34,97.23,9.97,452
"1973-09-04",152.47,131.37,14.49,112.64,31.52,12.42,10.7,20.33,17.96,183.79,19,8.24,105.23,15.66,11.14,18.97,285.53,89.33,56.61,73.3,95.28,10.1,457.28
"1973-09-05",153.82,132.09,14.33,111.57,31.19,12.3,10.67,20.16,17.73,181.08,18.87,8.29,104.39,15.51,11.08,18.89,283.9,90.63,55.67,73.08,95.28,10.22,452.93
"1973-09-06",155.51,131.24,14.22,110.71,30.94,12.26,10.63,20.06,17.73,179.66,18.82,8.02,104.39,15.51,11,18.65,285.53,90.63,54.82,73.52,94.49,10.14,451.67
"1973-09-07",156.19,130.29,14.18,110.92,30.57,12.24,10.56,20.09,17.74,179.38,18.8,8.3,103.22,15.45,10.99,18.61,291.22,89.65,55.02,73.44,94.1,10.46,451.85
"1973-09-10",158.21,128.13,14.06,109.2,29.99,12.13,10.45,19.93,17.67,179.04,18.55,8.07,103.9,15.35,10.96,18.39,288.78,88.41,54.73,73.17,94.49,10.46,446.65
"1973-09-11",159.23,126.69,14.04,110.92,29.81,11.99,10.43,20.13,17.64,181.08,18.52,8.07,101.54,15.36,10.92,18.32,283.09,89.65,55.02,72.42,93.79,10.42,446.05
"1973-09-12",161.6,126.69,14.22,112,29.85,12.05,10.37,20.13,17.76,180.06,18.55,8.33,102.3,15.46,10.94,18.34,287.97,89,54.73,72.64,93.71,10.77,446.8
"1973-09-13",158.21,125.25,14.06,109.42,29.26,11.95,10.31,19.93,17.61,178.37,18.34,8.3,101.38,15.32,10.94,18.14,288.78,89,54.73,72.64,93.32,10.42,441.48
"1973-09-14",157.2,123.45,13.95,108.77,29.12,11.9,10.26,19.85,17.6,181.08,18.12,8.34,100.62,15.24,10.91,18,286.34,87.76,53.87,72.2,92.54,10.38,436.6
"1973-09-17",153.82,121.65,13.73,106.41,28.75,11.71,10.15,19.66,17.4,178.37,17.96,8.2,99.71,14.96,10.82,17.66,283.09,87.7,52.84,70.96,92.15,10.18,432.81
"1973-09-18",152.13,120.93,13.73,105.55,29.12,11.72,10.17,19.59,17.4,178.37,17.96,8.15,100.62,14.92,10.81,17.64,286.34,87.64,52.07,70.52,91.37,10.26,433.63
"1973-09-19",152.13,121.65,13.81,105.77,29.15,11.8,10.2,19.62,17.44,183.45,18.11,8.15,100.28,14.85,10.81,17.67,292.04,86.73,52.46,71.1,92.15,10.55,434.89
"1973-09-20",153.48,120.93,13.76,106.62,29.41,11.89,10.25,19.62,17.49,183.11,18.14,8.31,100.28,14.94,10.9,17.63,291.22,86.46,52.37,70.52,90.59,10.61,433.03
"1973-09-21",152.47,119.5,13.61,105.77,28.83,11.63,10.07,19.32,17.08,179.11,17.77,8.15,98.95,14.73,10.8,17.26,292.85,85.75,51.81,69.78,89.42,10.5,431.96
"1973-09-24",150.78,118.06,13.36,102.54,28.72,11.62,9.97,18.96,17.08,177.69,17.66,8.11,97.27,14.6,10.72,16.99,288.78,84.51,50.95,68.24,87.08,10.4,430.99
"1973-09-25",151.79,119.86,13.5,103.19,29.05,11.72,10.13,19.16,17.16,181.76,18,8.07,98.53,14.6,10.8,17.26,286.34,87.38,51.42,70.52,87.08,10.61,434.3
"1973-09-26",151.45,119.14,13.5,102.54,29.34,11.71,10.13,19.66,17.25,183.11,17.96,8.07,98.45,14.57,10.76,17.33,290,88.68,51.42,70.52,89.03,10.64,434.93
"1973-09-27",151.45,120.21,13.73,105.34,29.77,11.85,10.3,20.06,17.7,185.15,18.11,8.06,98.87,14.8,10.9,17.26,292.85,90.24,51.25,70.96,89.03,10.61,438.84
"1973-09-28",152.47,119.86,13.8,105.77,29.96,11.97,10.45,19.89,17.25,181.76,18.33,7.88,99.03,14.93,10.87,17.55,300.17,89,51.13,71.76,89.81,10.58,435.53
"1973-10-01",152.81,118.78,13.57,102.76,29.63,11.85,10.35,19.59,17.16,178.37,18.11,7.87,98.19,14.39,10.8,17.48,302.61,89,51.34,70.66,91.37,10.61,436.05
"1973-10-02",155.51,119.86,13.84,101.9,29.96,11.99,10.54,20.19,17.43,180.4,18.22,8.05,98.45,14.61,10.99,17.81,305.86,90.3,52.75,71.14,90.59,10.76,440.81
"1973-10-03",158.89,120.57,14.03,102.33,30.06,12.04,10.63,20.26,17.55,184.13,18.22,7.97,99.44,14.66,11.07,17.98,309.93,91.6,52.66,71.54,91.22,10.61,442.7
"1973-10-04",155.85,122.37,14.18,101.47,30.14,12.01,10.64,20.19,17.52,187.18,18.52,7.78,99.03,14.49,11.13,18.16,314,91.07,52.84,70.66,90.44,10.64,441.07
"1973-10-05",155.51,121.65,14.06,100.18,30.06,11.91,10.6,20.19,17.49,188.54,18.37,7.87,96.77,14.44,11.04,18.1,309.93,92.25,52.84,70.44,88.64,10.5,438.06
"1973-10-08",154.16,120.8,13.88,96.31,29.52,11.71,10.31,20.09,17.34,185.76,18.18,7.67,93.84,14.03,10.85,17.83,308.38,85.43,52.55,68.9,87.86,10.26,431.92
"1973-10-09",156.86,121.43,14.03,96.74,29.77,11.76,10.45,20.27,17.55,183.11,18.4,7.67,95.94,14.21,10.9,18.04,307.49,91.27,52.37,69.56,87.54,10.26,435.97
"1973-10-10",155.85,120.57,13.99,95.53,29.48,11.69,10.36,20.13,17.55,183.18,18.29,7.59,95.52,13.93,10.9,18.04,303.5,89.98,52.07,68.68,87.86,10.18,432.1
"1973-10-11",155.51,121.65,14.17,93.73,29.55,11.75,10.34,20.06,17.55,183.11,18.48,7.58,95.18,14,10.97,18.12,305.13,89.65,51.9,68.9,88.1,10.22,435.34
"1973-10-12",158.89,125.25,14.63,95.45,29.92,11.9,10.53,20.59,18.08,186.5,18.93,7.59,96.36,14.25,10.99,18.63,309.93,92.25,54.26,70.66,88.64,10.46,445.57
"1973-10-15",160.58,128.49,14.93,94.59,30.28,12.08,10.61,21.06,18.49,187.86,19.3,7.48,94.76,13.87,11.18,18.93,311.56,92.25,54.26,70.44,90.2,10.61,446.31
"1973-10-16",157.54,126.76,14.71,92.87,30.28,11.94,10.47,20.86,18.08,184.81,19.01,7.29,93.84,14.03,11.01,18.97,310.34,89.65,53.31,69.6,88.25,10.54,441.4
"1973-10-17",160.92,129.57,14.93,94.59,30.57,12.05,10.63,21.23,18.32,186.5,19.3,7.42,93.92,14.16,11.09,19.45,308.31,92.9,54.26,70.8,88.78,10.77,446.31
"1973-10-18",163.96,131.01,15.07,95.02,30.57,12.16,10.72,21.63,18.52,186.5,19.49,7.43,94.26,14.21,11.25,19.6,309.53,96.8,54.26,71.1,89.81,11.05,449.85
"1973-10-19",169.03,132.52,14.93,96.31,30.87,12.39,10.85,21.76,18.49,190.57,19.79,7.46,95.94,14.44,11.46,19.58,309.53,99.4,55.2,72.24,90.98,11.09,454.49
"1973-10-22",169.03,133.17,15.41,97.52,30.94,12.58,10.97,21.73,18.38,190.57,19.83,7.43,95.1,14.6,11.53,19.46,309.12,100.37,56.14,72.6,92.15,11.09,454.35
"1973-10-23",165.99,132.68,15.38,96.95,30.94,12.59,11.01,21.66,18.52,190.57,19.68,7.46,94.68,14.51,11.58,19.41,309.12,97.45,55.67,71.98,92.79,11.13,460.37
"1973-10-24",169.03,137.49,15.87,98.38,31.81,13.01,11.01,22.32,18.88,191.8,20.05,7.78,98.03,14.84,11.97,19.74,309.93,100.37,58.5,73.56,94.88,11.31,466.62
"1973-10-25",166.33,136.41,15.72,98.03,31.37,12.97,11.2,22,18.67,193.29,19.83,7.96,98.45,14.85,12.01,19.72,308.31,100.69,56.14,73.96,93.71,11.17,464.54
"1973-10-26",169.03,138.57,16.06,100.18,31.74,13.3,11.7,22.27,19.03,192.61,20.14,7.96,99.29,15.3,12.29,20.07,314.81,101.67,58.32,74.32,94.49,11.13,476.88
"1973-10-29",169.03,138.93,16.06,101.68,31.45,13.51,11.81,22.27,19.23,193.29,20.05,7.94,99.29,15.52,12.48,20.15,313.19,101.99,58.97,74.84,95.28,11.28,474.65
"1973-10-30",168.02,136.41,15.75,100.61,31.3,13.52,11.86,21.73,18.85,191.93,19.71,7.86,99.71,15.3,12.39,19.98,309.12,99.4,58.97,75.5,93.71,10.93,468.07
"1973-10-31",168.36,134.61,15.76,98.67,30.94,13.36,11.64,21.8,18.79,189.22,19.72,7.87,99.63,14.89,12.2,19.72,306.27,99.4,60.86,75.15,93.71,11.01,470.75
"1973-11-01",169.03,137.2,15.76,101.04,31.67,13.38,11.72,22.1,19.26,189.56,19.91,7.95,105.57,15.35,12.29,19.88,312.22,100.37,61.16,75.33,93.71,11.2,473.16
"1973-11-02",168.36,135.33,15.56,99.53,31.08,13.21,11.57,21.63,18.85,189.56,19.68,7.77,102.22,15.35,12.12,19.63,308.31,97.45,60.39,74.44,94.1,11.17,466.54
"1973-11-05",167.34,131.37,15.56,94.16,30.43,12.56,11.67,21.1,18.23,183.11,19.14,7.8,97.19,14.71,11.6,19.31,302.61,93.87,58.5,72.68,91.37,10.85,453.86
"1973-11-06",164.3,136.05,15.05,94.59,30.5,12.6,11.1,21.06,18.39,185.15,19.18,7.82,99.29,14.94,11.6,19.34,300.98,95.82,58.03,72.64,90.98,10.81,451.82
"1973-11-07",163.96,128.85,14.74,94.16,30.03,12.37,10.89,20.76,18.14,183.45,18.75,7.67,100.54,14.69,11.47,19.14,294.48,93.55,57.85,70.88,89.81,10.65,446.16
"1973-11-08",165.65,132.09,15.05,95.23,30.5,12.78,11.23,21.2,18.38,185.89,19.19,7.87,102.64,14.85,11.88,19.34,294.48,95.5,58.97,71.98,89.88,11.01,456.06
"1973-11-09",168.36,132.45,15.12,96.31,30.43,12.92,11.29,21.71,18.79,186.16,19.2,7.88,101.38,14.85,11.97,19.46,289.6,98.75,59.92,71.98,94.1,11.17,458.25
"1973-11-12",167,129.21,14.82,92.65,29.99,12.62,11.01,21.33,18.46,185.83,18.74,7.78,97.61,14.32,11.72,19.1,285.53,94.85,58.97,70.92,92.15,11.07,448.54
"1973-11-13",165.65,129.21,14.82,89.64,29.91,12.56,10.91,21.13,18.38,181.76,18.64,7.67,97.69,14.16,11.56,18.95,281.46,93.55,57.85,71.1,90.59,11.05,446.61
"1973-11-14",160.58,128.13,15.05,83.84,29.41,12.13,10.72,20.93,18.17,176.33,18.55,7.29,95.6,13.82,11.27,18.61,277.39,92.84,56.79,70.88,89.03,10.91,438.87
"1973-11-15",154.83,125.25,14.33,81.26,28.9,11.69,10.26,20.41,17.61,175.31,18.28,7.05,90.91,13.29,10.8,18.2,275.77,90.3,56.61,69.34,88.25,10.81,431.66
"1973-11-16",155.51,123.81,14.22,79.75,28.86,11.44,10.25,20.59,17.5,170.57,18.07,6.86,90.57,13.09,10.67,17.96,274.95,88.35,55.2,69.56,89.42,11.13,424.63
"1973-11-19",154.83,124.17,14.33,79.11,29.12,11.53,10.34,20.46,17.37,170.57,18.11,6.86,91.33,12.97,10.7,17.92,271.29,89.98,55.67,68.6,88.25,11.24,429.98
"1973-11-20",158.89,126.33,14.93,79.54,29.08,11.71,10.44,20.66,17.73,176.33,18.44,6.92,93.84,13.07,11.12,18.12,270.89,91.27,56.44,70.04,88.25,11.48,432.29
"1973-11-21",158.89,126.33,14.93,79.54,29.08,11.71,10.44,20.66,17.73,176.33,18.44,6.92,93.84,13.07,11.12,18.12,270.89,91.27,56.44,70.04,88.25,11.48,432.29
"1973-11-22",158.21,122.73,14.29,75.67,28.17,11.22,10.09,20.19,17.37,170.91,17.92,6.67,89.57,12.68,10.45,17.71,266.41,89.65,54.26,68.2,87,11.24,417.93
"1973-11-23",156.19,120.21,13.95,73.73,27.81,11.02,9.96,19.79,16.96,169.61,17.58,6.38,90.49,12.38,10.46,17.3,263.16,88.35,54.26,67.14,87.08,11.13,409.75
"1973-11-26",156.19,115.9,13.42,70.08,26.61,10.6,9.63,18.52,16.43,169.55,17.03,6.14,87.64,11.88,9.98,16.69,257.87,85.81,50.95,66.04,85.98,10.79,398.15
"1973-11-27",154.83,115.54,13.39,71.8,26.39,10.6,9.68,18.72,16.49,166.5,17.13,6.19,87.56,11.88,9.83,16.49,253.8,84.45,51.42,64.72,85.05,10.81,395.92
"1973-11-28",155.51,117.7,13.99,73.3,26.86,10.78,9.87,19.19,16.49,168.19,17.69,6.48,90.41,12.11,10.02,16.78,248.92,85.75,52.84,64.76,85.12,10.93,409.45
"1973-11-29",157.88,121.65,14.4,77.6,27.59,11.19,10.31,19.72,17.08,172.26,18.11,6.69,92.24,12.33,10.39,17.17,252.18,92.25,56.14,66.26,85.9,11.31,415.96
"1973-11-30",156.86,119.5,14.19,75.67,26.79,10.87,10.01,19.96,16.77,171.92,17.88,6.67,91.75,12.24,10,17.01,246.48,93.55,53.78,65.6,86.68,11.2,409.57
"1973-12-03",155.51,118.35,14.03,76.53,26.82,10.86,9.96,19.72,16.9,172.94,17.73,6.48,91.67,12.12,9.94,16.98,245.67,92.31,53.87,65.6,86.68,11.28,411.76
"1973-12-04",158.55,120.21,14.27,79.89,27.15,11.11,10.25,19.93,17.19,181.76,17.96,6.44,94.26,12.24,10.25,17.51,244.85,94.85,55.67,67.98,85.12,11.35,417.04
"1973-12-05",156.52,118.78,14.06,80.61,26.93,11.07,10.25,19.93,17.08,181.08,17.77,6.48,92.17,12.18,10.2,17.45,247.3,96.8,54.73,68.02,85.9,11.32,409.57
"1973-12-06",153.48,115.18,13.5,79.11,26.28,10.69,9.91,19.39,16.49,175.31,17.25,6.25,88.4,11.56,9.79,17.03,244.45,94.85,53.49,66.04,83.17,11.09,400.08
"1973-12-07",151.45,113.38,13.18,77.82,26.06,10.47,9.77,19.46,16.43,174.97,17.02,6.14,89.23,11.56,9.69,16.73,243.23,91.6,53.61,65.3,84.73,10.97,396.32
"1973-12-10",148.41,112.16,13.18,75.88,25.84,10.41,9.82,19.26,16.25,177.01,16.98,6.09,87.98,10.6,9.7,16.69,244.85,92.9,53.31,64.28,83.1,11.07,394.24
"1973-12-11",149.09,113.6,13.24,77.82,26.06,10.64,9.9,19.22,16.31,180.4,17.17,6.38,88.97,10.94,9.89,16.9,246.07,96.15,53.78,65.16,84.59,11.24,398.11
"1973-12-12",149.43,110.86,12.82,76.96,25.33,10.43,9.72,19.12,16.19,177.62,16.91,6.14,87.98,10.87,9.73,16.78,244.04,94.2,54.43,64.76,83.17,11.2,390.56
"1973-12-13",151.79,109.64,12.88,77.82,24.9,10.36,9.72,18.92,16.25,174.3,16.8,6.04,88.81,10.62,9.72,16.65,242.41,92.9,54.26,64.19,83.95,11.02,388.29
"1973-12-14",151.79,108.83,12.9,76.53,24.82,10.43,9.75,18.72,16.25,175.31,16.77,5.96,87.98,10.6,9.87,16.61,242.41,96.09,53.31,63.92,82.78,11.17,388.29
"1973-12-17",148.75,109.78,12.82,76.74,24.97,10.5,9.77,18.42,16.4,178.3,16.83,6.1,91.67,10.85,10.11,16.62,239.97,96.15,54.17,64.72,84.73,11.28,392.57
"1973-12-18",145.71,108.34,12.64,76.31,24.75,10.38,9.66,18.32,16.43,176.46,16.68,5.92,91.33,10.78,9.97,16.44,236.72,96.8,53.31,63.84,82.78,11.06,387.51
"1973-12-19",143.34,109.19,12.74,76.61,24.75,10.41,9.68,18.52,16.6,174.97,16.83,6,91.83,10.96,9.95,16.46,241.6,95.5,52.66,63.14,82.07,11.13,390.75
"1973-12-20",145.03,108.7,12.52,76.74,24.68,10.23,9.6,18.32,16.49,171.58,16.72,5.99,91.75,11.09,9.79,16.29,239.16,95.82,51.9,61.2,82.78,11.09,386.32
"1973-12-21",146.38,109.06,12.59,78.46,24.93,10.32,9.68,17.92,16.4,176.33,16.76,5.94,91.67,11.28,9.92,16.25,243.15,94.2,51.9,60.54,84.2,11.05,390.3
"1973-12-24",146.38,109.06,12.59,78.46,24.93,10.32,9.68,17.92,16.4,176.33,16.76,5.94,91.67,11.28,9.92,16.25,243.15,94.2,51.9,60.54,84.2,11.05,390.3
"1973-12-25",146.38,109.06,12.59,78.46,24.93,10.32,9.68,17.92,16.4,176.33,16.76,5.94,91.67,11.28,9.92,16.25,243.15,94.2,51.9,60.54,84.2,11.05,390.3
"1973-12-26",146.38,109.06,12.59,78.46,24.93,10.32,9.68,17.92,16.4,176.33,16.76,5.94,91.67,11.28,9.92,16.25,243.15,94.2,51.9,60.54,84.2,11.05,390.3
"1973-12-27",146.38,112.3,12.85,80.83,25.55,10.78,10.06,18.72,16.66,178.37,17.21,5.9,93.84,11.95,9.78,16.8,245.67,97.12,52.84,61.59,88.88,11.13,401.38
"1973-12-28",150.1,112.52,12.82,80.83,25.99,10.92,10.25,17.79,16.87,174.97,17.13,6.08,95.86,12.08,10.4,17.26,249.74,98.42,53.31,61.64,88.25,11.13,403.88
"1973-12-31",151.45,109.42,12.37,75.45,25.81,10.69,10.25,18.39,16.19,163.11,16.62,5.56,92.17,11.63,10.43,17.1,250.55,98.75,51.9,60.54,83.56,10.93,396.25
"1974-01-01",151.45,109.42,12.37,75.45,25.81,10.69,10.25,18.39,16.19,163.11,16.62,5.56,92.17,11.63,10.43,17.1,250.55,98.75,51.9,60.54,83.56,10.93,396.25
"1974-01-02",151.12,107.98,12.44,73.95,25.48,10.41,9.66,18.09,15.84,163.11,16.53,5.84,90.07,11.22,10.01,16.73,240.79,94.2,50.95,58.6,83.41,10.93,386.77
"1974-01-03",149.43,109.06,12.37,74.38,25.55,10.46,9.7,18.35,16.01,163.45,16.67,5.66,92.58,11.19,9.93,16.68,236.72,94.2,51.81,60.1,86.68,10.97,392.72
"1974-01-04",150.1,111.35,12.48,75.28,26.21,10.76,9.96,18.52,16.19,166.84,16.53,5.76,98.03,11.4,10.16,17.14,239.97,94.85,53.14,61.37,86.54,11.17,396.47
"1974-01-07",153.14,113.02,12.68,75.67,26.64,10.78,10.05,18.96,16.2,168.19,17.28,5.94,99.71,11.6,10.25,17.59,240.79,100.05,54.26,62.96,89.66,11.36,405.29
"1974-01-08",157.2,115.18,13,76.53,26.57,10.96,10.15,19.22,16.31,174.91,17.57,5.94,102.22,11.74,10.43,18.07,242.26,107.19,54.55,63.4,93.57,11.47,408.93
"1974-01-09",158.72,118.06,13.41,76.96,27.57,11.06,10.32,19.49,16.43,175.59,18.03,6.05,103.48,12.02,10.47,18.4,243.23,106.54,55.2,64.28,94.49,11.47,418.68
"1974-01-10",158.72,118.42,13.42,77.17,27.73,10.97,10.25,19.72,16.31,173.62,18.18,6.14,102.38,12.22,10.25,18.32,243.23,104.59,54.73,64.5,94.74,11.36,414.1
"1974-01-11",153.82,118.06,13.53,73.52,27.77,10.83,10.15,19.86,16.43,172.94,18.29,6.13,100.62,12.06,10.25,18.27,238.35,103.29,55.2,64.24,93.64,11.39,418.98
"1974-01-14",155.17,120.87,13.88,75.67,28.16,10.92,10.2,19.93,16.63,175.31,18.63,6.24,100.54,12.38,10.39,18.58,242.41,102.97,57.47,65.38,93.71,11.36,419.53
"1974-01-15",155.51,120.28,14.03,75.88,27.66,10.81,10.07,19.86,16.57,172.94,18.78,6.43,100.54,12.45,10.24,18.43,239.57,102.97,57.73,64.94,93.32,11.4,422.29
"1974-01-16",158.89,123.09,14.29,77.39,28.24,10.97,10.26,20.03,16.75,173.55,18.33,6.52,103.63,12.79,10.25,18.65,245.67,105.12,59.15,66.7,94.42,11.4,426.93
"1974-01-17",165.65,123.81,14.4,78.68,28.61,11.14,10.39,20.06,16.84,173.96,18.93,6.52,103.48,13.04,10.66,18.65,252.18,105.18,59.92,67.58,94.1,11.48,431.43
"1974-01-18",165.31,124.53,14.63,79.97,27.88,11.32,10.56,20.06,16.72,180.74,19.04,6.62,104.32,13.23,10.91,18.93,260.31,105.89,61.33,69.56,96.06,11.58,435.23
"1974-01-21",161.26,121,14.1,76.53,27.95,10.96,10.15,19.46,16.43,182.43,18.56,6.19,98.87,12.61,10.64,18.53,252.18,101.99,58.8,67.72,93.64,11.28,420.02
